Município;Qtd Dose
ZACARIAS;121
VOTUPORANGA;8886
VOTORANTIM;5714
VITÓRIA BRASIL;100
VISTA ALEGRE DO ALTO;335
VIRADOURO;675
VINHEDO;4484
VERA CRUZ;649
VARZEA PAULISTA;3723
VARGEM GRANDE PAULISTA;1390
VARGEM GRANDE DO SUL;2644
VARGEM;658
VALPARAISO;2059
VALINHOS;6430
VALENTIM GENTIL;463
URUPÊS;729
URU;122
URÂNIA;668
UNIÃO PAULISTA;99
UCHÔA;589
UBIRAJARA;224
UBATUBA;4456
UBARANA;208
TURMALINA;186
TURIUBA;127
TUPI PAULISTA;1353
TUPA;6366
TUIUTI;263
TRÊS FRONTEIRAS;304
TREMEMBE;3712
TRABIJÚ;110
TORRINHA;566
TORRE DE PEDRA;187
TIMBURI;163
TIETÊ;1976
TERRA ROXA;499
TEODORO SAMPAIO;913
TEJUPÁ;137
TAUBATE;18832
TATUÍ;6987
TARUMÃ;534
TARABAI;288
TAQUARIVAI;206
TAQUARITUBA;1363
TAQUARITINGA;4109
TAQUARAL;147
TAPIRATIBA;667
TAPIRAÍ;450
TANABI;1466
TAMBAU;1098
TAIUVA;452
TAIAÇU;450
TAGUAÍ;507
TACIBA;286
TABOÃO DA SERRA;16547
TABATINGA;686
TABAPUÃ;668
SUZANO;11519
SUZANAPOLIS;149
SUMARE;10887
SUD MENNUCCI;472
SOROCABA;38547
SOCORRO;2088
SILVEIRAS;279
SEVERÍNIA;603
SETE BARRAS;440
SERTAOZINHO;6340
SERRANA;2091
SERRA NEGRA;1415
SERRA AZUL;634
SEBASTIANÓPOLIS DO SUL;205
SARUTAIA;197
SARAPUÍ;296
SÃO VICENTE;16976
SAO SIMAO;850
SAO SEBASTIAO DA GRAMA;601
SÃO SEBASTIÃO;3590
SÃO ROQUE;5500
SÃO PEDRO DO TURVO;276
SÃO PEDRO;1596
SÃO PAULO;883374
SÃO MIGUEL ARCANJO;1125
SÃO MANUEL;2081
SAO LUIZ DO PARAITINGA;429
SÃO LOURENÇO DA SERRA;486
SÃO JOSÉ DOS CAMPOS;34888
SÃO JOSÉ DO RIO PRETO;42691
SAO JOSE DO RIO PARDO;3905
SAO JOSE DO BARREIRO;213
SÃO JOSÉ DA BELA VISTA;317
SÃO JOAQUIM DA BARRA;3493
SÃO JOÃO DO PAU D'ALHO;157
SÃO JOÃO DE IRACEMA;160
SÃO JOÃO DAS DUAS PONTES;116
SAO JOAO DA BOA VISTA;8417
SÃO FRANCISCO;140
SÃO CARLOS;16929
SÃO CAETANO DO SUL;20376
SÃO BERNARDO DO CAMPO;47724
SAO BENTO DO SAPUCAI;600
SANTOS;43519
SANTOPOLIS DO AGUAPEI;211
SANTO EXPEDITO;207
SANTO ANTONIO DO PINHAL;315
SANTO ANTONIO DO JARDIM;291
SANTO ANTONIO DO ARACANGUA;419
SANTO ANTONIO DE POSSE;1072
SANTO ANTONIO DA ALEGRIA;344
SANTO ANDRÉ;48678
SANTO ANASTÁCIO;1153
SANTANA DE PARNAIBA;5782
SANTANA DA PONTE PENSA;95
SANTA SALETE;148
SANTA ROSA DE VITERBO;1185
SANTA RITA DO PASSA QUATRO;1886
SANTA RITA D'OESTE;115
SANTA MERCEDES;169
SANTA MARIA DA SERRA;327
SANTA LÚCIA;290
SANTA ISABEL;1957
SANTA GERTRUDES;911
SANTA FÉ DO SUL;3351
SANTA ERNESTINA;184
SANTA CRUZ DO RIO PARDO;2789
SANTA CRUZ DAS PALMEIRAS;1463
SANTA CRUZ DA ESPERANÇA;136
SANTA CRUZ DA CONCEIÇÃO;285
SANTA CLARA D'OESTE;111
SANTA BRANCA;713
SANTA BARBARA D'OESTE;6953
SANTA ALBERTINA;349
SANTA ADÉLIA;929
SANDOVALINA;163
SALTO GRANDE;386
SALTO DE PIRAPORA;2396
SALTO;5859
SALTINHO;285
SALMOURÃO;204
SALESOPOLIS;583
SALES OLIVEIRA;698
SALES;281
SAGRES;112
SABINO;417
RUBINÉIA;178
RUBIACEA;146
ROSEIRA;489
ROSANA;1060
RIVERSUL;193
RIOLANDIA;402
RIO GRANDE DA SERRA;1655
RIO DAS PEDRAS;1186
RIO CLARO;13836
RINOPOLIS;436
RINCÃO;491
RIFAINA;194
RIBEIRÃO PRETO;52676
RIBEIRÃO PIRES;6707
RIBEIRÃO GRANDE;216
RIBEIRÃO DOS INDIOS;229
RIBEIRÃO DO SUL;215
RIBEIRÃO CORRENTE;233
RIBEIRAO BRANCO;550
RIBEIRÃO BONITO;479
RIBEIRA;176
RESTINGA;284
REGISTRO;3713
REGINÓPOLIS;336
REGENTE FEIJÓ;729
REDENCAO DA SERRA;186
RANCHARIA;1594
RAFARD;364
QUINTANA;340
QUELUZ;414
QUEIROZ;167
QUATÁ;712
QUADRA;99
PROMISSÃO;2182
PRESIDENTE VENCESLAU;2899
PRESIDENTE PRUDENTE;19808
PRESIDENTE EPITÁCIO;1849
PRESIDENTE BERNARDES;1272
PRESIDENTE ALVES;271
PRATÂNIA;189
PRAIA GRANDE;16559
PRADOPOLIS;440
PRACINHA;117
POTIRENDABA;1011
POTIM;1067
PORTO FERREIRA;2375
PORTO FELIZ;2205
PORANGABA;469
POPULINA;300
PONTES GESTAL;106
PONTALINDA;116
PONTAL;1432
PONGAI;186
POMPEIA;1546
POLONI;329
POA;5635
PLATINA;149
PLANALTO;246
PITANGUEIRAS;1668
PIRATININGA;1254
PIRASSUNUNGA;4523
PIRAPOZINHO;1205
PIRAPORA DO BOM JESUS;855
PIRANGI;608
PIRAJUÍ;1697
PIRAJÚ;1731
PIRACICABA;23092
PIRACAIA;1124
PIQUETE;829
PIQUEROBI;344
PINHALZINHO;546
PINDORAMA;1102
PINDAMONHANGABA;7477
PILAR DO SUL;1063
PIEDADE;1780
PIACATU;252
PERUÍBE;3423
PEREIRAS;284
PEREIRA BARRETO;1337
PENAPOLIS;3842
PEDRO DE TOLEDO;404
PEDRINHAS PAULISTA;161
PEDREIRA;2741
PEDREGULHO;825
PEDRANÓPOLIS;166
PEDRA BELA;256
PEDERNEIRAS;1982
PAULO DE FARIA;603
PAULISTÂNIA;96
PAULINIA;4388
PAULICÉIA;265
PATROCÍNIO PAULISTA;765
PARISI;144
PARIQUERA-AÇÚ;2180
PARDINHO;287
PARAPUA;496
PARANAPUÃ;157
PARANAPANEMA;965
PARAISO;352
PARAIBUNA;826
PARAGUAÇU PAULISTA;2065
PANORAMA;682
PALMITAL;1355
PALMEIRA D'OESTE;541
PALMARES PAULISTA;368
PALESTINA;583
PACAEMBU;696
OUROESTE;633
OURO VERDE;842
OURINHOS;6339
OSVALDO CRUZ;2079
OSCAR BRESSANE;260
OSASCO;32534
ORLÂNDIA;1865
ORINDIUVA;257
ORIENTE;393
ONDA VERDE;250
OLIMPIA;2991
ÓLEO;129
OCAUÇU;172
NUPORANGA;513
NOVO HORIZONTE;2179
NOVAIS;256
NOVA ODESSA;1679
NOVA LUZITÂNIA;146
NOVA INDEPENDÊNCIA;210
NOVA GUATAPORANGA;104
NOVA GRANADA;895
NOVA EUROPA;342
NOVA CASTILHO;63
NOVA CANAÃ PAULISTA;105
NOVA CAMPINA;265
NOVA ALIANÇA;365
NIPOÃ;173
NHANDEARA;719
NEVES PAULISTA;684
NAZARE PAULISTA;548
NATIVIDADE DA SERRA;520
NARANDIBA;242
NANTES;131
MURUTINGA DO SUL;259
MOTUCA;184
MORUNGABA;545
MORRO AGUDO;1790
MONTEIRO LOBATO;303
MONTE MOR;1761
MONTE CASTELO;229
MONTE AZUL PAULISTA;1040
MONTE APRAZIVEL;1792
MONTE ALTO;2681
MONTE ALEGRE DO SUL;360
MONGAGUÁ;2108
MONÇÕES;191
MOMBUCA;239
MOGI MIRIM;5655
MOGI GUAÇU;7644
MOGI DAS CRUZES;21632
MOCOCA;4690
MIRASSOLANDIA;236
MIRASSOL;2873
MIRANTE DO PARANAPANEMA;997
MIRANDOPOLIS;2113
MIRACATU;843
MIRA ESTRELA;178
MINEIROS DO TIETÊ;458
MIGUELÓPOLIS;1326
MESÓPOLIS;164
MERIDIANO;258
MENDONÇA;431
MAUA;18775
MATÃO;4083
MARTINÓPOLIS;1141
MARINÓPOLIS;161
MARILIA;23397
MARIAPOLIS;180
MARAPOAMA;236
MARACAI;598
MARABA PAULISTA;166
MANDURI;378
MAIRIPORÃ;3726
MAIRINQUE;1800
MAGDA;205
MACEDÔNIA;185
MACAUBAL;501
MACATUBA;799
LUTÉCIA;196
LUPERCIO;165
LUIZIÂNIA;235
LUIS ANTONIO;570
LUCIANÓPOLIS;122
LUCELIA;1255
LOUVEIRA;1732
LOURDES;153
LORENA;4826
LINS;5956
LINDOIA;347
LIMEIRA;13055
LENÇÓIS PAULISTA;2988
LEME;4683
LAVRINHAS;271
LAVINIA;287
LARANJAL PAULISTA;1439
LAGOINHA;288
JUQUITIBA;1431
JUQUIÁ;809
JUNQUEIROPOLIS;1229
JUNDIAI;21721
JUMIRIM;109
JULIO MESQUITA;159
JOSE BONIFACIO;2019
JOÃO RAMALHO;159
JOANOPOLIS;742
JERIQUARA;151
JAÚ;12106
JARINU;1344
JARDINOPOLIS;2209
JANDIRA;3880
JAMBEIRO;245
JALES;3816
JAGUARIUNA;2462
JACUPIRANGA;564
JACI;715
JACAREÍ;12402
JABOTICABAL;4106
JABORANDI;406
ITUVERAVA;3163
ITUPEVA;1800
ITU;7995
ITOBI;416
ITIRAPUÃ;351
ITIRAPINA;730
ITATINGA;721
ITATIBA;5799
ITARIRI;568
ITARARE;2203
ITAQUAQUECETUBA;7805
ITAPURA;217
ITAPUÍ;532
ITAPORANGA;875
ITAPOLIS;2240
ITAPIRAPUA PAULISTA;149
ITAPIRA;5022
ITAPEVI;8359
ITAPEVA;5024
ITAPETININGA;8748
ITAPECERICA DA SERRA;7410
ITAOCA;341
ITANHAÉM;5913
ITAJU;172
ITAJOBI;874
ITAÍ;887
ITABERA;781
IRAPURU;327
IRAPUÃ;333
IRACEMÁPOLIS;1053
IPUÃ;697
IPORANGA;858
IPIGUA;191
IPEUNA;234
IPERÓ;799
IPAUSSU;608
INUBIA PAULISTA;222
INDIAPORÃ;309
INDIANA;301
INDAIATUBA;11692
ILHABELA;1829
ILHA SOLTEIRA;1784
ILHA COMPRIDA;387
IGUAPE;1589
IGARATA;485
IGARAPAVA;1201
IGARAÇÚ DO TIETÊ;761
IEPE;479
ICEM;496
IBIÚNA;5103
IBITINGA;3279
IBIRAREMA;434
IBIRA;618
IBATÉ;1098
IARAS;254
IACRI;345
IACANGA;575
HORTOLANDIA;11046
HOLAMBRA;584
HERCULANDIA;511
GUZOLANDIA;163
GUATAPARA;275
GUARULHOS;55182
GUARUJÁ;18041
GUARIBA;1315
GUAREÍ;530
GUARATINGUETA;7168
GUARAREMA;1293
GUARARAPES;1505
GUARANTA;342
GUARANÍ D'OESTE;102
GUARACI;690
GUARAÇAÍ;485
GUARÁ;1133
GUAPIARA;645
GUAPIAÇU;974
GUAÍRA;1759
GUAIMBE;363
GUAIÇARA;422
GLICERIO;223
GETULINA;666
GENERAL SALGADO;843
GAVIÃO PEIXOTO;213
GASTAO VIDIGAL;189
GARÇA;2772
GÁLIA;490
GABRIEL MONTEIRO;137
FRANCO DA ROCHA;8147
FRANCISCO MORATO;5872
FRANCA;14864
FLORINEA;183
FLORIDA PAULISTA;620
FLOREAL;213
FLORA RICA;145
FERRAZ DE VASCONCELOS;7175
FERNÃO;134
FERNANDÓPOLIS;6152
FERNANDO PRESTES;428
FARTURA;936
EUCLIDES DA CUNHA PAULISTA;386
ESTRELA DO NORTE;129
ESTRELA D'OESTE;553
ESTIVA GERBI;306
ESPÍRITO SANTO DO TURVO;153
ESPIRITO SANTO DO PINHAL;2793
ENGENHEIRO COELHO;699
EMILIANÓPOLIS;157
EMBU-GUAÇU;2978
EMBU DAS ARTES;7220
EMBAÚBA;130
ELISIARIO;181
ELIAS FAUSTO;601
ELDORADO;2641
ECHAPORÃ;528
DUMONT;325
DUARTINA;708
DRACENA;4517
DOURADO;488
DOLCINÓPOLIS;130
DOIS CÓRREGOS;1339
DOBRADA;290
DIVINOLANDIA;957
DIRCE REIS;126
DIADEMA;17526
DESCALVADO;1855
CUNHA;937
CUBATÃO;6152
CRUZEIRO;3771
CRUZALIA;96
CRISTAIS PAULISTA;362
CRAVINHOS;1618
COTIA;10502
COSMORAMA;377
COSMOPOLIS;1894
CORUMBATAÍ;170
CORONEL MACEDO;242
COROADOS;169
CORDEIRÓPOLIS;1280
CONCHAS;889
CONCHAL;949
COLÔMBIA;429
COLINA;945
CLEMENTINA;265
CHAVANTES;426
CHARQUEADA;653
CESÁRIO LANGE;597
CERQUILHO;1810
CERQUEIRA CÉSAR;875
CEDRAL;917
CATIGUA;290
CATANDUVA;11511
CASTILHO;1491
CASSIA DOS COQUEIROS;145
CASA BRANCA;2323
CARDOSO;663
CARAPICUIBA;13075
CARAGUATATUBA;7316
CAPIVARI;2448
CAPELA DO ALTO;579
CAPÃO BONITO;1555
CANITAR;161
CANDIDO RODRIGUES;167
CANDIDO MOTA;1315
CANAS;200
CANANÉIA;726
CAMPOS NOVOS PAULISTA;195
CAMPOS DO JORDAO;2554
CAMPO LIMPO PAULISTA;2918
CAMPINAS;93275
CAMPINA DO MONTE ALEGRE;218
CAJURU;1713
CAJOBI;591
CAJATI;871
CAJAMAR;2663
CAIUÁ;359
CAIEIRAS;4098
CAIABU;214
CAFELÂNDIA;1056
CACONDE;925
CACHOEIRA PAULISTA;2012
CAÇAPAVA;5181
CABREUVA;1345
CABRÁLIA PAULISTA;258
BURITIZAL;278
BURITAMA;767
BURI;662
BROTAS;1036
BRODOWSKI;1356
BREJO ALEGRE;206
BRAUNA;453
BRAGANÇA PAULISTA;10064
BOTUCATU;15334
BOREBI;166
BORBOREMA;858
BORACÉIA;264
BORÁ;78
BOM SUCESSO DE ITARARÉ;119
BOM JESUS DOS PERDOES;764
BOITUVA;2333
BOFETE;356
BOCAINA;498
BOA ESPERANÇA DO SUL;558
BIRITIBA MIRIM;742
BIRIGUI;5781
BILAC;601
BERTIOGA;3106
BERNARDINO DE CAMPOS;642
BENTO DE ABREU;124
BEBEDOURO;5875
BAURU;34854
BATATAIS;3217
BASTOS;938
BARUERI;15251
BARRINHA;1228
BARRETOS;12642
BARRA DO TURVO;1478
BARRA DO CHAPÉU;183
BARRA BONITA;2183
BARIRI;1965
BARBOSA;337
BARÃO DE ANTONINA;304
BANANAL;708
BALSAMO;503
BALBINOS;170
BADY BASSITT;1111
AVARÉ;5841
AVANHANDAVA;391
AVAÍ;1112
AURIFLAMA;927
ATIBAIA;9190
ASSIS;7857
ASPÁSIA;118
ARUJA;2973
ARTUR NOGUEIRA;2031
ARIRANHA;535
AREIÓPOLIS;440
AREIAS;257
AREALVA;413
ARCO-IRIS;467
ARARAS;7416
ARARAQUARA;17483
ARAPEI;160
ARANDU;253
ARAMINA;216
ARAÇOIABA DA SERRA;1205
ARAÇATUBA;15199
ARAÇARIGUAMA;604
APIAÍ;750
APARECIDA D'OESTE;343
APARECIDA;1684
ANHUMAS;216
ANHEMBI;246
ANGATUBA;947
ANDRADINA;4115
ANALÂNDIA;188
AMPARO;4126
AMERICO DE CAMPOS;321
AMÉRICO BRASILIENSE;2625
AMERICANA;12965
ALVINLANDIA;150
ALVARO DE CARVALHO;177
ÁLVARES MACHADO;1081
ALVARES FLORENCE;244
ALUMÍNIO;532
ALTO ALEGRE;280
ALTINOPOLIS;1026
ALTAIR;230
ALFREDO MARCONDES;326
ALAMBARI;224
AGUDOS;3840
ÁGUAS DE SÃO PEDRO;374
ÁGUAS DE SANTA BÁRBARA;300
AGUAS DE LINDOIA;878
AGUAS DA PRATA;404
AGUAI;1308
ADOLFO;261
ADAMANTINA;2805
